Original,POS
Resource calendars identify when potential resources are uu available to be allocated to agreed-upon risk responses.,"['NNP', 'NNS', 'VB', 'WRB', 'JJ', 'NNS', 'VBP', 'JJ', 'JJ', 'TO', 'VB', 'VBN', 'TO', 'JJ', 'NN', 'NNS', '.']"
Risk register.,"['NN', 'NN', '.']"
Described in Section 11.,"['VBN', 'IN', 'NN', 'CD', '.']"
"The risk register contains details of individual project risks that uu have been identified and prioritized, and for which risk responses are required.","['DT', 'NN', 'NN', 'VBZ', 'NNS', 'IN', 'JJ', 'NN', 'NNS', 'WDT', 'VBP', 'VBP', 'VBN', 'VBN', 'CC', 'VBN', ',', 'CC', 'IN', 'WDT', 'NN', 'NNS', 'VBP', 'VBN', '.']"
The priority level for each risk can help to guide the selection of appropriate risk responses.,"['DT', 'NN', 'NN', 'IN', 'DT', 'NN', 'MD', 'VB', 'TO', 'VB', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NNS', '.']"
"For example, high-priority threats or opportunities may require priority action and highly proactive response strategies.","['IN', 'NN', ',', 'NN', 'NNS', 'CC', 'NNS', 'MD', 'VB', 'NN', 'NN', 'CC', 'RB', 'JJ', 'NN', 'NNS', '.']"
Threats and opportunities in the low-priority zone may not require proactive management action beyond being placed in the risk register as part of the watch list or adding a contingency reserve.,"['NNS', 'CC', 'NNS', 'IN', 'DT', 'NN', 'NN', 'MD', 'RB', 'VB', 'JJ', 'NN', 'NN', 'IN', 'VBG', 'VBN', 'IN', 'DT', 'NN', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'NN', 'CC', 'VBG', 'DT', 'NN', 'NN', '.']"
The risk register identifies the nominated risk owner for each risk.,"['DT', 'NN', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'NN', 'IN', 'DT', 'NN', '.']"
It may also contain preliminary risk responses identified earlier in the Project Risk Management process.,"['PRP', 'MD', 'RB', 'VB', 'JJ', 'NN', 'NNS', 'VBN', 'RBR', 'IN', 'DT', 'NN', 'NNP', 'NNP', 'NN', '.']"
"The risk register may provide other data on identified risks that can assist in planning risk responses, including root causes, risk triggers and warning signs, risks requiring responses in the near term, and risks where a need for additional analysis has been identified.","['DT', 'NN', 'NN', 'MD', 'VB', 'JJ', 'NNS', 'IN', 'JJ', 'NNS', 'WDT', 'MD', 'VB', 'IN', 'VBG', 'NN', 'NNS', ',', 'VBG', 'NN', 'NNS', ',', 'NN', 'NNS', 'CC', 'VBG', 'NNS', ',', 'NNS', 'VBG', 'NNS', 'IN', 'DT', 'JJ', 'NN', ',', 'CC', 'NNS', 'WRB', 'DT', 'NN', 'IN', 'JJ', 'NN', 'VBZ', 'VBN', 'VBN', '.']"
Risk report.,"['NNP', 'NN', '.']"
Described in Section 11.,"['VBN', 'IN', 'NN', 'CD', '.']"
The risk report presents the current level of overall risk exposure of uu the project that will inform selection of the risk response strategy.,"['DT', 'NN', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'IN', 'JJ', 'NN', 'NN', 'IN', 'JJ', 'DT', 'NN', 'WDT', 'MD', 'VB', 'NN', 'IN', 'DT', 'NN', 'NN', 'NN', '.']"
The risk report may also list individual project risks in priority order and provide additional analysis of the distribution of individual project risks that may inform risk response selection.,"['DT', 'NN', 'NN', 'MD', 'RB', 'VB', 'JJ', 'NN', 'NNS', 'IN', 'NN', 'NN', 'CC', 'VB', 'JJ', 'NN', 'IN', 'DT', 'NN', 'IN', 'JJ', 'NN', 'NNS', 'WDT', 'MD', 'VB', 'NN', 'NN', 'NN', '.']"
Stakeholder register.,"['NNP', 'NN', '.']"
Described in Section 13.,"['VBN', 'IN', 'NN', 'CD', '.']"
The stakeholder register identifies potential owners for uu risk responses.,"['DT', 'NN', 'NN', 'VBZ', 'JJ', 'NNS', 'IN', 'JJ', 'NN', 'NNS', '.']"
Part 1 - Guide 440 11.,"['NN', 'CD', ':', 'NNP', 'CD', 'CD', '.']"
ENTERPRISE ENVIRONMENTAL FACTORS The enterprise environmental factors that can influence the Plan Risk Responses process include but are not limited to the risk appetite and thresholds of key stakeholders.,"['NNP', 'NNP', 'NNP', 'DT', 'NN', 'JJ', 'NNS', 'WDT', 'MD', 'VB', 'DT', 'NN', 'NNP', 'NNP', 'NN', 'VBP', 'CC', 'VBP', 'RB', 'VBN', 'TO', 'DT', 'NN', 'NN', 'CC', 'NNS', 'IN', 'JJ', 'NNS', '.']"
"ORGANIZATIONAL PROCESS ASSETS The organizational process assets that can influence the Plan Risk Responses process include but are not limited to: Templates for the risk management plan, risk register, and risk report; uu Historical databases; and uu Lessons learned repositories from similar projects.","['NNP', 'NNP', 'NNP', 'DT', 'JJ', 'NN', 'NNS', 'WDT', 'MD', 'VB', 'DT', 'NN', 'NNP', 'NNP', 'NN', 'VBP', 'CC', 'VBP', 'RB', 'VBN', 'TO', ':', 'NNS', 'IN', 'DT', 'NN', 'NN', 'NN', ',', 'NN', 'NN', ',', 'CC', 'NN', 'NN', ':', 'JJ', 'NNP', 'NNS', ':', 'CC', 'JJ', 'NNP', 'VBD', 'NNS', 'IN', 'JJ', 'NNS', '.']"
PLAN RISK RESPONSES: TOOLS AND TECHNIQUES 11.,"['NN', 'NNP', 'NNP', ':', 'NNP', 'NNP', 'NNP', 'CD', '.']"
EXPERT JUDGMENT Described in Section 4.,"['NNP', 'NNP', 'NNP', 'IN', 'NNP', 'CD', '.']"
"Expertise should be considered from individuals or groups with specialized knowledge in the following topics: Threat response strategies, uu Opportunity response strategies, uu Contingent response strategies, and uu Overall project risk response strategies.","['NN', 'MD', 'VB', 'VBN', 'IN', 'NNS', 'CC', 'NNS', 'IN', 'JJ', 'NN', 'IN', 'DT', 'JJ', 'NNS', ':', 'NNP', 'NN', 'NNS', ',', 'JJ', 'NNP', 'NN', 'NNS', ',', 'JJ', 'NNP', 'NN', 'NNS', ',', 'CC', 'JJ', 'NNP', 'NN', 'NN', 'NN', 'NNS', '.']"
"Expert input may be sought from individuals with particular subject matter expertise relevant to a specific individual project risk, for example, where specialist technical knowledge is required.","['NNP', 'NN', 'MD', 'VB', 'VBN', 'IN', 'NNS', 'IN', 'JJ', 'JJ', 'NN', 'NN', 'NN', 'TO', 'DT', 'JJ', 'NN', 'NN', 'NN', ',', 'IN', 'NN', ',', 'WRB', 'JJ', 'JJ', 'NN', 'VBZ', 'VBN', '.']"
DATA GATHERING Data-gathering techniques that can be used for this process include but are not limited to interviews (see Section 5.,"['NNP', 'NNP', 'NNP', 'NNS', 'WDT', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', 'VBP', 'CC', 'VBP', 'RB', 'VBN', 'TO', 'NNS', '(', 'VB', 'NNP', 'CD', '.']"
Development of responses to individual project risks and overall project risk may be undertaken during structured or semi-structured interviews (see Section 5.,"['NNP', 'IN', 'NNS', 'TO', 'JJ', 'NN', 'NNS', 'CC', 'JJ', 'NN', 'NN', 'MD', 'VB', 'VBN', 'IN', 'JJ', 'CC', 'JJ', 'NNS', '(', 'VB', 'NNP', 'CD', '.']"
Other stakeholders may also be interviewed if necessary.,"['JJ', 'NNS', 'MD', 'RB', 'VB', 'VBN', 'IN', 'JJ', '.']"
The interviewer should promote an environment of trust and confidentiality in the interview setting to encourage honest and unbiased decisions.,"['DT', 'NN', 'MD', 'VB', 'DT', 'NN', 'IN', 'NN', 'CC', 'NN', 'IN', 'DT', 'NN', 'VBG', 'TO', 'VB', 'JJS', 'CC', 'JJ', 'NNS', '.']"
INTERPERSONAL AND TEAM SKILLS Interpersonal and team skills that can be used for this process includes but are not limited to facilitation (see Section 4.,"['NNP', 'NNP', 'NNP', 'NNP', 'NNP', 'CC', 'NN', 'NNS', 'WDT', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', 'VBZ', 'CC', 'VBP', 'RB', 'VBN', 'TO', 'NN', '(', 'VB', 'NNP', 'CD', '.']"
The use of facilitation improves the effectiveness of developing responses to individual project risks and overall project risk.,"['DT', 'NN', 'IN', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'VBG', 'NNS', 'TO', 'JJ', 'NN', 'NNS', 'CC', 'JJ', 'NN', 'NN', '.']"
"A skilled facilitator can help risk owners understand the risk, identify and compare alternative possible risk response strategies, choose an appropriate response strategy, and identify and overcome sources of bias.","['DT', 'JJ', 'NN', 'MD', 'VB', 'NN', 'NNS', 'VBP', 'DT', 'NN', ',', 'VB', 'CC', 'VB', 'JJ', 'JJ', 'NN', 'NN', 'NNS', ',', 'VBP', 'DT', 'JJ', 'NN', 'NN', ',', 'CC', 'VB', 'CC', 'VB', 'NNS', 'IN', 'NN', '.']"
"STRATEGIES FOR THREATS Five alternative strategies may be considered for dealing with threats, as follows: Escalate.","['NNP', 'NNP', 'NNP', 'NNP', 'JJ', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'VBG', 'IN', 'NNS', ',', 'IN', 'VBZ', ':', 'NN', '.']"
Escalation is appropriate when the project team or the project sponsor agrees that a threat is outside uu the scope of the project or that the proposed response would exceed the project manager's authority.,"['NN', 'VBZ', 'JJ', 'WRB', 'DT', 'NN', 'NN', 'CC', 'DT', 'NN', 'NN', 'VBZ', 'IN', 'DT', 'NN', 'VBZ', 'JJ', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'CC', 'IN', 'DT', 'VBN', 'NN', 'MD', 'VB', 'DT', 'NN', 'NN', 'POS', 'NN', '.']"
"Escalated risks are managed at the program level, portfolio level, or other relevant part of the organization, and not on the project level.","['VBN', 'NNS', 'VBP', 'VBN', 'IN', 'DT', 'NN', 'NN', ',', 'NN', 'NN', ',', 'CC', 'JJ', 'JJ', 'NN', 'IN', 'DT', 'NN', ',', 'CC', 'RB', 'IN', 'DT', 'NN', 'NN', '.']"
The project manager determines who should be notified about the threat and communicates the details to that person or part of the organization.,"['DT', 'NN', 'NN', 'NNS', 'WP', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', 'CC', 'VBZ', 'DT', 'NNS', 'TO', 'DT', 'NN', 'CC', 'NN', 'IN', 'DT', 'NN', '.']"
It is important that ownership of escalated threats is accepted by the relevant party in the organization.,"['PRP', 'VBZ', 'JJ', 'IN', 'NN', 'IN', 'JJ', 'NNS', 'VBZ', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']"
Threats are usually escalated to the level that matches the objectives that would be affected if the threat occurred.,"['NNS', 'VBP', 'RB', 'VBN', 'TO', 'DT', 'NN', 'WDT', 'VBZ', 'DT', 'NNS', 'WDT', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', 'VBD', '.']"
"Escalated threats are not monitored further by the project team after escalation, although they may be recorded in the risk register for information.","['VBN', 'NNS', 'VBP', 'RB', 'VBN', 'RB', 'IN', 'DT', 'NN', 'NN', 'IN', 'NN', ',', 'IN', 'PRP', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', 'NN', 'IN', 'NN', '.']"
Part 1 - Guide 442 Avoid.,"['NN', 'CD', ':', 'NNP', 'CD', 'NNP', '.']"
Risk avoidance is when the project team acts to eliminate the threat or protect the project from its uu impact.,"['NN', 'NN', 'VBZ', 'WRB', 'DT', 'NN', 'NN', 'VBZ', 'TO', 'VB', 'DT', 'NN', 'CC', 'VB', 'DT', 'NN', 'IN', 'PRP$', 'JJ', 'NN', '.']"
It may be appropriate for high-priority threats with a high probability of occurrence and a large negative impact.,"['PRP', 'MD', 'VB', 'JJ', 'IN', 'NN', 'NNS', 'IN', 'DT', 'JJ', 'NN', 'IN', 'NN', 'CC', 'DT', 'JJ', 'JJ', 'NN', '.']"
"Avoidance may involve changing some aspect of the project management plan or changing the objective that is in jeopardy in order to eliminate the threat entirely, reducing its probability of occurrence to zero.","['NN', 'MD', 'VB', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NN', 'NN', 'NN', 'CC', 'VBG', 'DT', 'NN', 'WDT', 'VBZ', 'IN', 'NN', 'IN', 'NN', 'TO', 'VB', 'DT', 'NN', 'RB', ',', 'VBG', 'PRP$', 'NN', 'IN', 'NN', 'TO', 'CD', '.']"
The risk owner may also take action to isolate the project objectives from the risk's impact if it were to occur.,"['DT', 'NN', 'NN', 'MD', 'RB', 'VB', 'NN', 'TO', 'VB', 'DT', 'NN', 'VBZ', 'IN', 'DT', 'NN', 'POS', 'NN', 'IN', 'PRP', 'VBD', 'TO', 'VB', '.']"
"Examples of avoidance actions may include removing the cause of a threat, extending the schedule, changing the project strategy, or reducing scope.","['NNS', 'IN', 'NN', 'NNS', 'MD', 'VB', 'VBG', 'DT', 'NN', 'IN', 'DT', 'NN', ',', 'VBG', 'DT', 'NN', ',', 'VBG', 'DT', 'NN', 'NN', ',', 'CC', 'VBG', 'NN', '.']"
"Some risks can be avoided by clarifying requirements, obtaining information, improving communication, or acquiring expertise.","['DT', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'VBG', 'NNS', ',', 'VBG', 'NN', ',', 'VBG', 'NN', ',', 'CC', 'VBG', 'NN', '.']"
Transfer.,"['NN', '.']"
Transfer involves shifting ownership of a threat to a third party to manage the risk and to bear the uu impact if the threat occurs.,"['NN', 'VBZ', 'VBG', 'NN', 'IN', 'DT', 'NN', 'TO', 'DT', 'JJ', 'NN', 'TO', 'VB', 'DT', 'NN', 'CC', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'VBZ', '.']"
Risk transfer often involves payment of a risk premium to the party taking on the threat.,"['NN', 'NN', 'RB', 'VBZ', 'NN', 'IN', 'DT', 'NN', 'NN', 'TO', 'DT', 'NN', 'VBG', 'IN', 'DT', 'NN', '.']"
"Transfer can be achieved by a range of actions, which include but are not limited to the use of insurance, performance bonds, warranties, guarantees, etc.","['NN', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', 'IN', 'NNS', ',', 'WDT', 'VBP', 'CC', 'VBP', 'RB', 'VBN', 'TO', 'DT', 'NN', 'IN', 'NN', ',', 'NN', 'NNS', ',', 'NNS', ',', 'NNS', ',', 'FW', '.']"
Agreements may be used to transfer ownership and liability for specified risks to another party.,"['NNS', 'MD', 'VB', 'VBN', 'TO', 'VB', 'NN', 'CC', 'NN', 'IN', 'JJ', 'NNS', 'TO', 'DT', 'NN', '.']"
Mitigate.,"['NNP', '.']"
"In risk mitigation, action is taken to reduce the probability of occurrence and/or impact of a threat.","['IN', 'NN', 'NN', ',', 'NN', 'VBZ', 'VBN', 'TO', 'VB', 'DT', 'NN', 'IN', 'NN', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']"
Early uu mitigation action is often more effective than trying to repair the damage after the threat has occurred.,"['JJ', 'JJ', 'NN', 'NN', 'VBZ', 'RB', 'RBR', 'JJ', 'IN', 'VBG', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'VBN', '.']"
"Adopting less complex processes, conducting more tests, or choosing a more stable seller are examples of mitigation actions.","['VBG', 'RBR', 'JJ', 'NNS', ',', 'VBG', 'JJR', 'NNS', ',', 'CC', 'VBG', 'DT', 'RBR', 'JJ', 'NN', 'VBP', 'NNS', 'IN', 'NN', 'NNS', '.']"
Mitigation may involve prototype development (see Section 5.,"['NN', 'MD', 'VB', 'NN', 'NN', '(', 'VB', 'NNP', 'CD', '.']"
"Where it is not possible to reduce probability, a mitigation response might reduce the impact by targeting factors that drive the severity.","['WRB', 'PRP', 'VBZ', 'RB', 'JJ', 'TO', 'VB', 'NN', ',', 'DT', 'NN', 'NN', 'MD', 'VB', 'DT', 'NN', 'IN', 'VBG', 'NNS', 'WDT', 'VBP', 'DT', 'NN', '.']"
"For example, designing redundancy into a system may reduce the impact from a failure of the original component.","['IN', 'NN', ',', 'VBG', 'NN', 'IN', 'DT', 'NN', 'MD', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']"
Accept.,"['NNP', '.']"
"Risk acceptance acknowledges the existence of a threat, but no proactive action is taken.","['NN', 'NN', 'VBZ', 'DT', 'NN', 'IN', 'DT', 'NN', ',', 'CC', 'DT', 'JJ', 'NN', 'VBZ', 'VBN', '.']"
"This strategy uu may be appropriate for low-priority threats, and it may also be adopted where it is not possible or cost-effective to address a threat in any other way.","['DT', 'NN', 'NN', 'MD', 'VB', 'JJ', 'IN', 'NN', 'NNS', ',', 'CC', 'PRP', 'MD', 'RB', 'VB', 'VBN', 'WRB', 'PRP', 'VBZ', 'RB', 'JJ', 'CC', 'JJ', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']"
Acceptance can be either active or passive.,"['NN', 'MD', 'VB', 'RB', 'JJ', 'CC', 'JJ', '.']"
"The most common active acceptance strategy is to establish a contingency reserve, including amounts of time, money, or resources to handle the threat if it occurs.","['DT', 'RBS', 'JJ', 'JJ', 'NN', 'NN', 'VBZ', 'TO', 'VB', 'DT', 'NN', 'NN', ',', 'VBG', 'NNS', 'IN', 'NN', ',', 'NN', ',', 'CC', 'NNS', 'TO', 'VB', 'DT', 'NN', 'IN', 'PRP', 'VBZ', '.']"
Passive acceptance involves no proactive action apart from periodic review of the threat to ensure that it does not change significantly.,"['JJ', 'NN', 'VBZ', 'DT', 'JJ', 'NN', 'RB', 'IN', 'JJ', 'NN', 'IN', 'DT', 'NN', 'TO', 'VB', 'IN', 'PRP', 'VBZ', 'RB', 'VB', 'RB', '.']"
"STRATEGIES FOR OPPORTUNITIES Five alternative strategies may be considered for dealing with opportunities, as follows: Escalate.","['NNP', 'NNP', 'NNP', 'NNP', 'JJ', 'NNS', 'MD', 'VB', 'VBN', 'IN', 'VBG', 'IN', 'NNS', ',', 'IN', 'VBZ', ':', 'NN', '.']"
This risk response strategy is appropriate when the project team or the project sponsor agrees that uu an opportunity is outside the scope of the project or that the proposed response would exceed the project manager's authority.,"['DT', 'NN', 'NN', 'NN', 'VBZ', 'JJ', 'WRB', 'DT', 'NN', 'NN', 'CC', 'DT', 'NN', 'NN', 'VBZ', 'IN', 'FW', 'DT', 'NN', 'VBZ', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', 'CC', 'IN', 'DT', 'VBN', 'NN', 'MD', 'VB', 'DT', 'NN', 'NN', 'POS', 'NN', '.']"
"Escalated opportunities are managed at the program level, portfolio level, or other relevant part of the organization, and not on the project level.","['VBN', 'NNS', 'VBP', 'VBN', 'IN', 'DT', 'NN', 'NN', ',', 'NN', 'NN', ',', 'CC', 'JJ', 'JJ', 'NN', 'IN', 'DT', 'NN', ',', 'CC', 'RB', 'IN', 'DT', 'NN', 'NN', '.']"
The project manager determines who should be notified about the opportunity and communicates the details to that person or part of the organization.,"['DT', 'NN', 'NN', 'NNS', 'WP', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', 'CC', 'VBZ', 'DT', 'NNS', 'TO', 'DT', 'NN', 'CC', 'NN', 'IN', 'DT', 'NN', '.']"
It is important that ownership of escalated opportunities is accepted by the relevant party in the organization.,"['PRP', 'VBZ', 'JJ', 'IN', 'NN', 'IN', 'JJ', 'NNS', 'VBZ', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']"
Opportunities are usually escalated to the level that matches the objectives that would be affected if the opportunity occurred.,"['NNS', 'VBP', 'RB', 'VBN', 'TO', 'DT', 'NN', 'WDT', 'VBZ', 'DT', 'NNS', 'WDT', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', 'VBD', '.']"
"Escalated opportunities are not monitored further by the project team after escalation, although they may be recorded in the risk register for information.","['VBN', 'NNS', 'VBP', 'RB', 'VBN', 'RB', 'IN', 'DT', 'NN', 'NN', 'IN', 'NN', ',', 'IN', 'PRP', 'MD', 'VB', 'VBN', 'IN', 'DT', 'NN', 'NN', 'IN', 'NN', '.']"
Exploit.,"['NNP', '.']"
The exploit strategy may be selected for high-priority opportunities where the organization wants to uu ensure that the opportunity is realized.,"['DT', 'JJ', 'NN', 'MD', 'VB', 'VBN', 'IN', 'NN', 'NNS', 'WRB', 'DT', 'NN', 'VBZ', 'TO', 'VB', 'VB', 'IN', 'DT', 'NN', 'VBZ', 'VBN', '.']"
"This strategy seeks to capture the benefit associated with a particular opportunity by ensuring that it definitely happens, increasing the probability of occurrence to 100%.","['DT', 'NN', 'VBZ', 'TO', 'VB', 'DT', 'NN', 'VBN', 'IN', 'DT', 'JJ', 'NN', 'IN', 'VBG', 'IN', 'PRP', 'RB', 'VBZ', ',', 'VBG', 'DT', 'NN', 'IN', 'NN', 'TO', 'CD', 'NN', '.']"
"Examples of exploiting responses may include assigning an organization's most talented resources to the project to reduce the time to completion, or using new technologies or technology upgrades to reduce cost and duration.","['NNS', 'IN', 'VBG', 'NNS', 'MD', 'VB', 'VBG', 'DT', 'NN', 'POS', 'RBS', 'JJ', 'NNS', 'TO', 'DT', 'NN', 'TO', 'VB', 'DT', 'NN', 'TO', 'NN', ',', 'CC', 'VBG', 'JJ', 'NNS', 'CC', 'NN', 'NNS', 'TO', 'VB', 'NN', 'CC', 'NN', '.']"
Share.,"['NN', '.']"
Sharing involves transferring ownership of an opportunity to a third party so that it shares some of the uu benefit if the opportunity occurs.,"['VBG', 'NNS', 'VBG', 'NN', 'IN', 'DT', 'NN', 'TO', 'DT', 'JJ', 'NN', 'IN', 'IN', 'PRP', 'NNS', 'DT', 'IN', 'DT', 'JJ', 'NN', 'IN', 'DT', 'NN', 'VBZ', '.']"
It is important to select the new owner of a shared opportunity carefully so they are best able to capture the opportunity for the benefit of the project.,"['PRP', 'VBZ', 'JJ', 'TO', 'VB', 'DT', 'JJ', 'NN', 'IN', 'DT', 'VBN', 'NN', 'RB', 'IN', 'PRP', 'VBP', 'RBS', 'JJ', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'IN', 'DT', 'NN', '.']"
Risk sharing often involves payment of a risk premium to the party taking on the opportunity.,"['NN', 'VBG', 'RB', 'VBZ', 'NN', 'IN', 'DT', 'NN', 'NN', 'TO', 'DT', 'NN', 'VBG', 'IN', 'DT', 'NN', '.']"
"Examples of sharing actions include forming risk-sharing partnerships, teams, special-purpose companies, or joint ventures.","['NNS', 'IN', 'VBG', 'NNS', 'VBP', 'VBG', 'JJ', 'NNS', ',', 'NNS', ',', 'JJ', 'NNS', ',', 'CC', 'JJ', 'NNS', '.']"
Enhance.,"['NN', '.']"
The enhance strategy is used to increase the probability and/or impact of an opportunity.,"['DT', 'NN', 'NN', 'VBZ', 'VBN', 'TO', 'VB', 'DT', 'NN', 'JJ', 'NN', 'IN', 'DT', 'NN', '.']"
Early uu enhancement action is often more effective than trying to improve the benefit after the opportunity has occurred.,"['JJ', 'JJ', 'JJ', 'NN', 'VBZ', 'RB', 'RBR', 'JJ', 'IN', 'VBG', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'NN', 'VBZ', 'VBN', '.']"
The probability of occurrence of an opportunity may be increased by focusing attention on its causes.,"['DT', 'NN', 'IN', 'NN', 'IN', 'DT', 'NN', 'MD', 'VB', 'VBN', 'IN', 'VBG', 'NN', 'IN', 'PRP$', 'NNS', '.']"
"Where it is not possible to increase probability, an enhancement response might increase the impact by targeting factors that drive the size of the potential benefit.","['WRB', 'PRP', 'VBZ', 'RB', 'JJ', 'TO', 'VB', 'NN', ',', 'DT', 'JJ', 'NN', 'MD', 'VB', 'DT', 'NN', 'IN', 'VBG', 'NNS', 'WDT', 'VBP', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']"
Examples of enhancing opportunities include adding more resources to an activity to finish early.,"['NNS', 'IN', 'VBG', 'NNS', 'VBP', 'VBG', 'JJR', 'NNS', 'TO', 'DT', 'NN', 'TO', 'VB', 'JJ', '.']"
Accept.,"['NNP', '.']"
Accepting an opportunity acknowledges its existence but no proactive action is taken.,"['VBG', 'DT', 'NN', 'VBZ', 'PRP$', 'NN', 'CC', 'DT', 'JJ', 'NN', 'VBZ', 'VBN', '.']"
"This strategy may uu be appropriate for low-priority opportunities, and it may also be adopted where it is not possible or cost-effective to address an opportunity in any other way.","['DT', 'NN', 'MD', 'VB', 'VB', 'JJ', 'IN', 'NN', 'NNS', ',', 'CC', 'PRP', 'MD', 'RB', 'VB', 'VBN', 'WRB', 'PRP', 'VBZ', 'RB', 'JJ', 'CC', 'JJ', 'TO', 'VB', 'DT', 'NN', 'IN', 'DT', 'JJ', 'NN', '.']"
